ActivityID,MechanicID,LabourHours,RoleInActivity
1295,17,6.03,Lead Mechanic
1295,9,2.84,Inspector
1296,16,1.54,Inspector
1297,22,2.41,Inspector
1298,10,3.23,Assistant Mechanic
1299,32,1.06,Assistant Mechanic
1300,1,2.56,Lead Mechanic
1300,31,2.7,Electric Specialist
1300,20,1.73,Electric Specialist
1301,13,4.28,Inspector
1301,9,2.92,Lead Mechanic
1301,41,6.18,Lead Mechanic
1302,28,5.72,Lead Mechanic
1302,4,6.04,Assistant Mechanic
1302,18,6.01,Electric Specialist
1303,5,4.03,Lead Mechanic
1304,45,4.5,Inspector
1304,6,5.35,Electric Specialist
1305,17,0.97,Inspector
1305,3,2.4,Assistant Mechanic
1306,6,1.45,Electric Specialist
1306,43,2.74,Assistant Mechanic
1306,11,2.16,Electric Specialist
1307,20,5.26,Inspector
1308,15,4.28,Assistant Mechanic
1309,31,5.4,Inspector
1309,28,1.87,Assistant Mechanic
1310,21,1.99,Electric Specialist
1311,42,6.32,Assistant Mechanic
1311,19,5.3,Electric Specialist
1312,25,2.66,Inspector
1313,23,1.41,Inspector
1314,44,1.51,Lead Mechanic
1314,26,2.92,Assistant Mechanic
1315,24,4.25,Lead Mechanic
1315,23,6.01,Lead Mechanic
1315,35,2.15,Inspector
1316,30,7.5,Inspector
1316,44,6.09,Inspector
1317,22,5.06,Lead Mechanic
1317,14,1.43,Lead Mechanic
1317,46,2.17,Lead Mechanic
1318,14,7.24,Lead Mechanic
1318,10,6.91,Electric Specialist
1318,6,1.26,Electric Specialist
1319,9,7.59,Electric Specialist
1319,23,2.05,Lead Mechanic
1320,2,5.47,Assistant Mechanic
1320,10,2.14,Lead Mechanic
1320,41,1.58,Inspector
1321,42,4.25,Lead Mechanic
1322,29,2.63,Electric Specialist
1323,1,3.17,Inspector
1324,18,6.37,Lead Mechanic
1325,35,7.49,Electric Specialist
1326,22,7.66,Lead Mechanic
1326,34,2.86,Assistant Mechanic
1327,16,1.6,Assistant Mechanic
1327,25,6.28,Assistant Mechanic
1327,10,3.39,Electric Specialist
1328,23,5.6,Electric Specialist
1328,18,7.45,Assistant Mechanic
1328,37,0.61,Inspector
1329,36,0.89,Assistant Mechanic
1329,34,1.63,Electric Specialist
1329,24,5.01,Electric Specialist
1330,43,5.33,Lead Mechanic
1331,31,3.61,Assistant Mechanic
1331,11,3.23,Assistant Mechanic
1332,3,5.02,Electric Specialist
1333,10,7.88,Assistant Mechanic
1333,29,3.05,Lead Mechanic
1334,1,1.51,Lead Mechanic
1334,5,0.59,Inspector
1335,31,3.24,Assistant Mechanic
1336,10,4.09,Inspector
1337,21,2.18,Lead Mechanic
1337,38,4.21,Inspector
1337,40,4.29,Electric Specialist
1338,18,0.9,Inspector
1339,35,3.47,Electric Specialist
1340,26,7.31,Assistant Mechanic
1340,29,7.06,Assistant Mechanic
1340,30,3.82,Electric Specialist
1341,10,6.73,Assistant Mechanic
1341,36,3.57,Lead Mechanic
1342,37,3.53,Inspector
1342,17,6.69,Lead Mechanic
1342,44,1.9,Inspector
1343,34,7.68,Assistant Mechanic
1343,10,5.3,Inspector
1344,30,2.15,Lead Mechanic
1344,3,3.76,Electric Specialist
1344,35,1.56,Inspector
1345,15,2.82,Inspector
1345,26,4.54,Electric Specialist
1345,20,6.46,Electric Specialist
1346,19,5.99,Inspector
1346,22,1.41,Assistant Mechanic
1346,37,3.34,Lead Mechanic
1347,38,6.11,Assistant Mechanic
1347,34,1.75,Electric Specialist
1347,46,4.99,Inspector
1348,34,4.07,Inspector
1348,5,7.63,Inspector
1349,22,6.76,Assistant Mechanic
1350,5,6.23,Inspector
1350,41,2.91,Inspector
1350,12,0.71,Lead Mechanic
1351,4,4.58,Electric Specialist
1352,31,7.02,Lead Mechanic
1353,12,4.05,Assistant Mechanic
1353,31,7.71,Assistant Mechanic
1353,34,1.5,Lead Mechanic
1354,22,5.22,Assistant Mechanic
1354,33,0.8,Assistant Mechanic
1354,14,4.33,Inspector
1355,28,2.18,Electric Specialist
1355,30,0.67,Assistant Mechanic
1355,18,2.31,Assistant Mechanic
1356,36,1.36,Electric Specialist
1356,44,5.99,Inspector
1356,42,0.55,Lead Mechanic
1357,38,7.78,Lead Mechanic
1357,19,4.51,Lead Mechanic
1357,46,5.56,Electric Specialist
1358,40,3.09,Assistant Mechanic
1358,42,1.13,Lead Mechanic
1358,45,7.14,Inspector
1359,37,3.55,Assistant Mechanic
1360,29,2.4,Electric Specialist
1361,14,2.72,Lead Mechanic
1361,35,0.96,Electric Specialist
1361,25,4.61,Lead Mechanic
1362,29,3.93,Inspector
1363,8,2.94,Inspector
1363,31,7.66,Assistant Mechanic
1363,28,2.15,Lead Mechanic
1364,46,4.12,Inspector
1364,10,5.19,Inspector
1365,8,3.62,Assistant Mechanic
1365,34,2.28,Assistant Mechanic
1365,24,4.49,Assistant Mechanic
1366,26,4.24,Lead Mechanic
1367,16,3.89,Inspector
1368,32,4.88,Inspector
1368,4,1.39,Inspector
1368,43,7.8,Assistant Mechanic
1369,32,2.73,Inspector
1370,39,0.76,Lead Mechanic
1371,23,5.11,Assistant Mechanic
1372,2,5.35,Lead Mechanic
1372,24,6.9,Assistant Mechanic
1372,31,4.86,Assistant Mechanic
1373,10,6.48,Lead Mechanic
1373,27,7.55,Assistant Mechanic
1373,16,0.91,Assistant Mechanic
1374,32,3.57,Inspector
1374,5,1.61,Inspector
1374,42,6.35,Electric Specialist
1375,10,5.23,Inspector
1376,32,5.48,Lead Mechanic
1376,40,6.83,Assistant Mechanic
1376,35,1.92,Lead Mechanic
1377,27,0.89,Assistant Mechanic
1377,2,5.59,Inspector
1377,13,3.52,Lead Mechanic
1378,19,7.29,Assistant Mechanic
1379,7,7.95,Lead Mechanic
1379,23,6.56,Lead Mechanic
1379,14,1.7,Electric Specialist
1380,30,7.19,Lead Mechanic
1381,45,7.53,Assistant Mechanic
1382,9,2.14,Inspector
1383,9,1.59,Assistant Mechanic
1383,43,5.52,Lead Mechanic
1384,31,4.38,Electric Specialist
1384,44,1.83,Lead Mechanic
1384,32,5.97,Assistant Mechanic
1385,27,5.39,Inspector
1385,24,3.78,Lead Mechanic
1386,28,1.01,Inspector
1386,10,7.12,Electric Specialist
1387,21,0.91,Assistant Mechanic
1388,19,1.9,Lead Mechanic
1389,42,1.42,Inspector
1389,8,7.07,Lead Mechanic
1390,25,3.03,Assistant Mechanic
1390,19,0.55,Inspector
1390,21,6.17,Assistant Mechanic
1391,17,1.43,Lead Mechanic
1391,23,7.9,Inspector
1392,22,6.37,Lead Mechanic
1392,16,5.18,Assistant Mechanic
1393,33,5.06,Assistant Mechanic
1393,43,6.53,Assistant Mechanic
1393,31,5.19,Assistant Mechanic
1394,16,7.81,Electric Specialist
1394,46,6.8,Inspector
1394,25,2.03,Inspector
1395,23,5.7,Lead Mechanic
1396,4,1.94,Inspector
1396,8,4.25,Lead Mechanic
1397,11,3.31,Inspector
1397,8,7.97,Inspector
1397,24,4.69,Assistant Mechanic
1398,33,4.04,Assistant Mechanic
1399,7,3.53,Lead Mechanic
1400,5,5.77,Assistant Mechanic
1400,7,7.15,Lead Mechanic
1401,9,0.87,Lead Mechanic
1401,25,3.69,Lead Mechanic
1401,8,0.86,Assistant Mechanic
1402,37,2.51,Electric Specialist
1402,25,6.95,Electric Specialist
1402,31,3.79,Lead Mechanic
1403,19,4.79,Assistant Mechanic
1404,28,6.49,Assistant Mechanic
1405,20,3.25,Electric Specialist
1405,35,2.84,Lead Mechanic
1405,16,4.56,Electric Specialist
1406,32,4.18,Lead Mechanic
1406,6,2.9,Electric Specialist
1407,34,5.68,Inspector
1407,37,2.27,Assistant Mechanic
1408,17,3.4,Lead Mechanic
1408,26,6.57,Lead Mechanic
1408,38,2.94,Electric Specialist
1409,38,5.12,Assistant Mechanic
1410,13,1.97,Assistant Mechanic
1410,17,3.73,Lead Mechanic
1411,33,2.39,Lead Mechanic
1411,9,6.54,Inspector
1412,5,3.88,Assistant Mechanic
1413,8,5.44,Electric Specialist
1413,4,2.29,Assistant Mechanic
1413,5,5.71,Assistant Mechanic
1414,31,3.07,Assistant Mechanic
1414,7,3.06,Electric Specialist
1415,15,0.95,Lead Mechanic
1415,40,6.16,Electric Specialist
1416,34,1.27,Inspector
1417,35,3.93,Inspector
1417,17,2.22,Lead Mechanic
1417,3,7.33,Inspector
1418,29,2.57,Electric Specialist
1418,45,5.81,Inspector
1418,14,5.64,Electric Specialist
1419,6,7.88,Inspector
1420,43,1.5,Electric Specialist
1421,40,7.7,Inspector
1422,31,7.08,Assistant Mechanic
1422,30,0.76,Lead Mechanic
